PE UV                   SPECTRUM    ASCII       PEDS        1.60        
  -1
PH8B.TXT
15/03/18
14:16:37.00
15/03/18
14:33:49.00


250.000000
1









4444

SCAN
1
1


0.0
240.0
2.00
MANUAL



UV/VIS




































#HDR
-1
-1
#GR
NM
A
0.00000011920928955078
0.0
700.000000
1.000000
451
8
0.280960
0.003310
#DATA
700.000000	0.003550 
699.000000	0.003460 
698.000000	0.003310 
697.000000	0.003520 
696.000000	0.003600 
695.000000	0.003560 
694.000000	0.003540 
693.000000	0.003760 
692.000000	0.003670 
691.000000	0.003680 
690.000000	0.003870 
689.000000	0.003840 
688.000000	0.003860 
687.000000	0.003800 
686.000000	0.003860 
685.000000	0.003860 
684.000000	0.004130 
683.000000	0.004030 
682.000000	0.003920 
681.000000	0.003640 
680.000000	0.003660 
679.000000	0.003730 
678.000000	0.003790 
677.000000	0.003880 
676.000000	0.003820 
675.000000	0.003930 
674.000000	0.003980 
673.000000	0.003760 
672.000000	0.003680 
671.000000	0.003610 
670.000000	0.003800 
669.000000	0.003780 
668.000000	0.003780 
667.000000	0.003810 
666.000000	0.003840 
665.000000	0.003950 
664.000000	0.003970 
663.000000	0.003930 
662.000000	0.003910 
661.000000	0.003960 
660.000000	0.004090 
659.000000	0.003900 
658.000000	0.003900 
657.000000	0.003880 
656.000000	0.003990 
655.000000	0.003750 
654.000000	0.003950 
653.000000	0.003880 
652.000000	0.003810 
651.000000	0.003900 
650.000000	0.003790 
649.000000	0.003940 
648.000000	0.004050 
647.000000	0.003860 
646.000000	0.003750 
645.000000	0.003710 
644.000000	0.003670 
643.000000	0.003920 
642.000000	0.003760 
641.000000	0.003720 
640.000000	0.003990 
639.000000	0.003930 
638.000000	0.003890 
637.000000	0.004110 
636.000000	0.004270 
635.000000	0.004160 
634.000000	0.004030 
633.000000	0.004100 
632.000000	0.004110 
631.000000	0.003990 
630.000000	0.003770 
629.000000	0.003990 
628.000000	0.004160 
627.000000	0.003990 
626.000000	0.003940 
625.000000	0.003950 
624.000000	0.003970 
623.000000	0.003990 
622.000000	0.003960 
621.000000	0.003900 
620.000000	0.003820 
619.000000	0.003960 
618.000000	0.004030 
617.000000	0.003770 
616.000000	0.003770 
615.000000	0.004020 
614.000000	0.003820 
613.000000	0.003980 
612.000000	0.004200 
611.000000	0.004030 
610.000000	0.004010 
609.000000	0.004190 
608.000000	0.004250 
607.000000	0.004080 
606.000000	0.003860 
605.000000	0.004010 
604.000000	0.004090 
603.000000	0.003900 
602.000000	0.004130 
601.000000	0.004230 
600.000000	0.004220 
599.000000	0.004120 
598.000000	0.004190 
597.000000	0.004110 
596.000000	0.004100 
595.000000	0.004340 
594.000000	0.004240 
593.000000	0.004250 
592.000000	0.004260 
591.000000	0.004500 
590.000000	0.004470 
589.000000	0.004250 
588.000000	0.004740 
587.000000	0.004650 
586.000000	0.004740 
585.000000	0.004820 
584.000000	0.005090 
583.000000	0.004840 
582.000000	0.005000 
581.000000	0.005130 
580.000000	0.005090 
579.000000	0.004900 
578.000000	0.005300 
577.000000	0.005520 
576.000000	0.005450 
575.000000	0.005640 
574.000000	0.006030 
573.000000	0.005960 
572.000000	0.006180 
571.000000	0.006360 
570.000000	0.006610 
569.000000	0.006580 
568.000000	0.006880 
567.000000	0.007400 
566.000000	0.007530 
565.000000	0.007640 
564.000000	0.008240 
563.000000	0.008449 
562.000000	0.008740 
561.000000	0.009429 
560.000000	0.009769 
559.000000	0.010330 
558.000000	0.010950 
557.000000	0.011550 
556.000000	0.012060 
555.000000	0.012850 
554.000000	0.012970 
553.000000	0.013650 
552.000000	0.014560 
551.000000	0.015070 
550.000000	0.015940 
549.000000	0.016730 
548.000000	0.017740 
547.000000	0.018580 
546.000000	0.019730 
545.000000	0.021060 
544.000000	0.022220 
543.000000	0.023340 
542.000000	0.024510 
541.000000	0.026100 
540.000000	0.027410 
539.000000	0.028790 
538.000000	0.030540 
537.000000	0.032280 
536.000000	0.033860 
535.000000	0.035930 
534.000000	0.037820 
533.000000	0.039690 
532.000000	0.041790 
531.000000	0.044060 
530.000000	0.046290 
529.000000	0.048650 
528.000000	0.051090 
527.000000	0.053410 
526.000000	0.055620 
525.000000	0.058510 
524.000000	0.061360 
523.000000	0.063880 
522.000000	0.066840 
521.000000	0.070230 
520.000000	0.073240 
519.000000	0.076470 
518.000000	0.079460 
517.000000	0.082940 
516.000000	0.086020 
515.000000	0.089850 
514.000000	0.093200 
513.000000	0.097030 
512.000000	0.100760 
511.000000	0.104640 
510.000000	0.108600 
509.000000	0.112520 
508.000000	0.116520 
507.000000	0.120950 
506.000000	0.125030 
505.000000	0.129110 
504.000000	0.133510 
503.000000	0.137430 
502.000000	0.141410 
501.000000	0.145840 
500.000000	0.149870 
499.000000	0.154150 
498.000000	0.158370 
497.000000	0.162860 
496.000000	0.167130 
495.000000	0.171370 
494.000000	0.175560 
493.000000	0.179640 
492.000000	0.183730 
491.000000	0.187400 
490.000000	0.191760 
489.000000	0.195630 
488.000000	0.199700 
487.000000	0.203760 
486.000000	0.207520 
485.000000	0.211200 
484.000000	0.215330 
483.000000	0.219220 
482.000000	0.222770 
481.000000	0.226450 
480.000000	0.230200 
479.000000	0.233220 
478.000000	0.235970 
477.000000	0.239280 
476.000000	0.241850 
475.000000	0.244780 
474.000000	0.247740 
473.000000	0.250580 
472.000000	0.252910 
471.000000	0.255790 
470.000000	0.258310 
469.000000	0.260110 
468.000000	0.261710 
467.000000	0.264000 
466.000000	0.266180 
465.000000	0.267450 
464.000000	0.269290 
463.000000	0.270920 
